,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,year,quarter,month,day,weekday,hour,minute,second,Month,Lat,Long,vx2,vy2,vz2,vel2
862,1997-01-22 21:13:16,32.2N,29.0E,,,,,,480000000000.0,1.2,1997-01-22 00:00:00,1997,1,1,22,2,21,13,16,January,32.2,29.0,,,,
863,1997-01-04 06:46:39,25.7N,5.3W,,,,,,43000000000.0,0.14,1997-01-04 00:00:00,1997,1,1,4,5,6,46,39,January,25.7,-5.3,,,,
864,1997-01-03 15:08:07,,,,,,,,350000000000.0,0.92,1997-01-03 00:00:00,1997,1,1,3,4,15,8,7,January,,,,,,
865,1996-12-17 04:16:18,34.1N,37.2W,,,,,,41000000000.0,0.14,1996-12-17 00:00:00,1996,4,12,17,1,4,16,18,December,34.1,-37.2,,,,
866,1996-12-10 06:09:32,,,,,,,,250000000000.0,0.68,1996-12-10 00:00:00,1996,4,12,10,1,6,9,32,December,,,,,,
867,1996-12-04 17:00:34,,,,,,,,49000000000.0,0.16,1996-12-04 00:00:00,1996,4,12,4,2,17,0,34,December,,,,,,
868,1996-12-01 13:19:35,,,,,,,,62000000000.0,0.2,1996-12-01 00:00:00,1996,4,12,1,6,13,19,35,December,,,,,,
869,1996-11-22 10:06:17,,,,,,,,68000000000.0,0.22,1996-11-22 00:00:00,1996,4,11,22,4,10,6,17,November,,,,,,
870,1996-11-08 16:02:13,,,,,,,,61000000000.0,0.2,1996-11-08 00:00:00,1996,4,11,8,4,16,2,13,November,,,,,,
871,1996-10-30 12:48:19,2.1S,123.1W,,,,,,21000000000.0,0.076,1996-10-30 00:00:00,1996,4,10,30,2,12,48,19,October,-2.1,-123.1,,,,
872,1996-10-28 04:46:21,27.4N,79.4W,,,,,,43000000000.0,0.14,1996-10-28 00:00:00,1996,4,10,28,0,4,46,21,October,27.4,-79.4,,,,
873,1996-10-23 08:28:06,47.3S,20.6E,,,,,,44000000000.0,0.15,1996-10-23 00:00:00,1996,4,10,23,2,8,28,6,October,-47.3,20.6,,,,
874,1996-10-19 19:01:08,29.7N,34.7W,,,,,,130000000000.0,0.38,1996-10-19 00:00:00,1996,4,10,19,5,19,1,8,October,29.7,-34.7,,,,
875,1996-10-07 17:43:44,,,,,,,,45000000000.0,0.15,1996-10-07 00:00:00,1996,4,10,7,0,17,43,44,October,,,,,,
876,1996-10-05 19:21:02,49.6S,145.9E,,,,,,250000000000.0,0.68,1996-10-05 00:00:00,1996,4,10,5,5,19,21,2,October,-49.6,145.9,,,,
877,1996-08-17 15:46:08,,,,,,,,34000000000.0,0.12,1996-08-17 00:00:00,1996,3,8,17,5,15,46,8,August,,,,,,
878,1996-08-15 16:07:51,,,,,,,,84000000000.0,0.26,1996-08-15 00:00:00,1996,3,8,15,3,16,7,51,August,,,,,,
879,1996-08-09 18:14:56,,,,,,,,30000000000.0,0.1,1996-08-09 00:00:00,1996,3,8,9,4,18,14,56,August,,,,,,
880,1996-08-07 03:16:03,,,,,,,,150000000000.0,0.43,1996-08-07 00:00:00,1996,3,8,7,2,3,16,3,August,,,,,,
881,1996-08-06 04:50:32,,,,,,,,130000000000.0,0.38,1996-08-06 00:00:00,1996,3,8,6,1,4,50,32,August,,,,,,
882,1996-08-05 19:27:52,,,,,,,,220000000000.0,0.61,1996-08-05 00:00:00,1996,3,8,5,0,19,27,52,August,,,,,,
883,1996-08-05 15:19:30,,,,,,,,80000000000.0,0.25,1996-08-05 00:00:00,1996,3,8,5,0,15,19,30,August,,,,,,
884,1996-07-17 03:16:07,31.8N,111.4E,,,,,,50000000000.0,0.16,1996-07-17 00:00:00,1996,3,7,17,2,3,16,7,July,31.8,111.4,,,,
885,1996-07-12 14:04:45,20.7N,93.6W,,,,,,32000000000.0,0.11,1996-07-12 00:00:00,1996,3,7,12,4,14,4,45,July,20.7,-93.6,,,,
886,1996-06-25 11:22:40,,,,,,,,21000000000.0,0.076,1996-06-25 00:00:00,1996,2,6,25,1,11,22,40,June,,,,,,
887,1996-05-08 01:02:05,,,,,,,,28000000000.0,0.098,1996-05-08 00:00:00,1996,2,5,8,2,1,2,5,May,,,,,,
888,1996-05-01 13:19:25,,,,,,,,35000000000.0,0.12,1996-05-01 00:00:00,1996,2,5,1,2,13,19,25,May,,,,,,
889,1996-03-31 00:53:57,,,,,,,,27000000000.0,0.095,1996-03-31 00:00:00,1996,1,3,31,6,0,53,57,March,,,,,,
890,1996-03-30 04:03:32,31.1S,84.3W,,,,,,120000000000.0,0.36,1996-03-30 00:00:00,1996,1,3,30,5,4,3,32,March,-31.1,-84.3,,,,
891,1996-03-29 20:30:54,21.5N,158.1W,,,,,,128000000000.0,0.38,1996-03-29 00:00:00,1996,1,3,29,4,20,30,54,March,21.5,-158.1,,,,
892,1996-03-25 17:00:41,,,,,,,,44000000000.0,0.15,1996-03-25 00:00:00,1996,1,3,25,0,17,0,41,March,,,,,,
893,1996-03-13 08:31:01,,,,,,,,230000000000.0,0.63,1996-03-13 00:00:00,1996,1,3,13,2,8,31,1,March,,,,,,
894,1996-02-16 07:03:14,,,,,,,,55000000000.0,0.18,1996-02-16 00:00:00,1996,1,2,16,4,7,3,14,February,,,,,,
895,1996-02-15 02:38:05,76.0N,127.0W,,,,,,50000000000.0,0.16,1996-02-15 00:00:00,1996,1,2,15,3,2,38,5,February,76.0,-127.0,,,,
896,1996-01-18 17:10:49,,,,,,,,120000000000.0,0.36,1996-01-18 00:00:00,1996,1,1,18,3,17,10,49,January,,,,,,
897,1996-01-15 13:44:23,59.8S,175.8E,,,,,,260000000000.0,0.71,1996-01-15 00:00:00,1996,1,1,15,0,13,44,23,January,-59.8,175.8,,,,
898,1995-12-27 12:55:01,,,,,,,,22000000000.0,0.079,1995-12-27 00:00:00,1995,4,12,27,2,12,55,1,December,,,,,,
899,1995-12-22 13:26:29,70.2S,73.3W,,,,,,450000000000.0,1.1,1995-12-22 00:00:00,1995,4,12,22,4,13,26,29,December,-70.2,-73.3,,,,
900,1995-12-09 19:54:26,2.9S,79.0W,,,,,,120000000000.0,0.36,1995-12-09 00:00:00,1995,4,12,9,5,19,54,26,December,-2.9,-79.0,,,,
901,1995-11-25 05:29:31,,,,,,,,29000000000.0,0.1,1995-11-25 00:00:00,1995,4,11,25,5,5,29,31,November,,,,,,
902,1995-11-13 03:10:47,,,,,,,,21000000000.0,0.076,1995-11-13 00:00:00,1995,4,11,13,0,3,10,47,November,,,,,,
903,1995-10-01 02:42:01,,,,,,,,35000000000.0,0.12,1995-10-01 00:00:00,1995,4,10,1,6,2,42,1,October,,,,,,
904,1995-09-09 07:38:38,,,,,,,,500000000000.0,1.3,1995-09-09 00:00:00,1995,3,9,9,5,7,38,38,September,,,,,,
905,1995-08-24 21:54:35,,,,,,,,120000000000.0,0.36,1995-08-24 00:00:00,1995,3,8,24,3,21,54,35,August,,,,,,
906,1995-08-17 16:39:02,,,,,,,,160000000000.0,0.46,1995-08-17 00:00:00,1995,3,8,17,3,16,39,2,August,,,,,,
907,1995-08-06 04:38:09,,,,,,,,55000000000.0,0.18,1995-08-06 00:00:00,1995,3,8,6,6,4,38,9,August,,,,,,
908,1995-08-05 17:14:10,11.6N,104.3W,,,,,,200000000000.0,0.56,1995-08-05 00:00:00,1995,3,8,5,5,17,14,10,August,11.6,-104.3,,,,
909,1995-07-11 18:38:41,28.5S,93.3E,,,,,,130000000000.0,0.38,1995-07-11 00:00:00,1995,3,7,11,1,18,38,41,July,-28.5,93.3,,,,
910,1995-07-09 18:20:09,0.9S,66.3E,,,,,,25000000000.0,0.089,1995-07-09 00:00:00,1995,3,7,9,6,18,20,9,July,-0.9,66.3,,,,
911,1995-07-07 17:33:37,40.2N,76.1W,,,,,,140000000000.0,0.41,1995-07-07 00:00:00,1995,3,7,7,4,17,33,37,July,40.2,-76.1,,,,
912,1995-06-09 09:28:38,,,,,,,,25000000000.0,0.089,1995-06-09 00:00:00,1995,2,6,9,4,9,28,38,June,,,,,,
913,1995-04-02 12:32:38,,,,,,,,25000000000.0,0.089,1995-04-02 00:00:00,1995,2,4,2,6,12,32,38,April,,,,,,
914,1995-02-16 13:05:47,16.7N,141.7W,,,,,,60000000000.0,0.19,1995-02-16 00:00:00,1995,1,2,16,3,13,5,47,February,16.7,-141.7,,,,
915,1995-01-18 10:17:26,51.5N,115.4E,,,,,,70000000000.0,0.22,1995-01-18 00:00:00,1995,1,1,18,2,10,17,26,January,51.5,115.4,,,,
916,1995-01-10 21:08:41,,,,,,,,25000000000.0,0.089,1995-01-10 00:00:00,1995,1,1,10,1,21,8,41,January,,,,,,
917,1995-01-04 04:16:17,46.4N,12.1E,,,,,,41000000000.0,0.14,1995-01-04 00:00:00,1995,1,1,4,2,4,16,17,January,46.4,12.1,,,,
918,1995-01-02 20:41:38,,,,,,,,30000000000.0,0.1,1995-01-02 00:00:00,1995,1,1,2,0,20,41,38,January,,,,,,
919,1994-12-18 12:45:40,,,,,,,,50000000000.0,0.16,1994-12-18 00:00:00,1994,4,12,18,6,12,45,40,December,,,,,,
920,1994-12-16 09:41:03,42.2S,27.6E,,,,,,50000000000.0,0.16,1994-12-16 00:00:00,1994,4,12,16,4,9,41,3,December,-42.2,27.6,,,,
921,1994-11-03 20:01:36,6.5N,89.0E,,,,,,2350000000000.0,5.0,1994-11-03 00:00:00,1994,4,11,3,3,20,1,36,November,6.5,89.0,,,,
922,1994-11-01 06:50:46,1.5S,84.5W,,,,,,1000000000000.0,2.3,1994-11-01 00:00:00,1994,4,11,1,1,6,50,46,November,-1.5,-84.5,,,,
923,1994-10-27 04:21:29,,,,,,,,320000000000.0,0.85,1994-10-27 00:00:00,1994,4,10,27,3,4,21,29,October,,,,,,
924,1994-10-20 00:11:21,45.2S,1.9W,,,,,,87000000000.0,0.27,1994-10-20 00:00:00,1994,4,10,20,3,0,11,21,October,-45.2,-1.9,,,,
925,1994-10-08 03:24:22,,,,,,,,66000000000.0,0.21,1994-10-08 00:00:00,1994,4,10,8,5,3,24,22,October,,,,,,
926,1994-09-22 04:22:17,,,,,,,,67000000000.0,0.21,1994-09-22 00:00:00,1994,3,9,22,3,4,22,17,September,,,,,,
927,1994-08-15 23:16:48,,,,,,,,164000000000.0,0.47,1994-08-15 00:00:00,1994,3,8,15,0,23,16,48,August,,,,,,
928,1994-06-15 00:02:26,45.0N,73.5W,,,,,,41000000000.0,0.14,1994-06-15 00:00:00,1994,2,6,15,2,0,2,26,June,45.0,-73.5,,,,
929,1994-06-03 20:48:42,,,,,,,,509000000000.0,1.3,1994-06-03 00:00:00,1994,2,6,3,4,20,48,42,June,,,,,,
930,1994-05-29 09:30:58,52.8N,2.3E,,,,,,384000000000.0,1.0,1994-05-29 00:00:00,1994,2,5,29,6,9,30,58,May,52.8,2.3,,,,
931,1994-02-01 22:38:09,2.7N,164.1E,,,,,,18200000000000.0,30.0,1994-02-01 00:00:00,1994,1,2,1,1,22,38,9,February,2.7,164.1,,,,
932,1993-11-29 17:48:41,26.5N,78.3E,,,,,,26000000000.0,0.092,1993-11-29 00:00:00,1993,4,11,29,0,17,48,41,November,26.5,78.3,,,,
933,1993-10-31 03:39:27,51.3N,100.9W,,,,,,40000000000.0,0.13,1993-10-31 00:00:00,1993,4,10,31,6,3,39,27,October,51.3,-100.9,,,,
934,1991-10-04 09:22:47,78.7N,6.3E,,,,,,550000000000.0,1.4,1991-10-04 00:00:00,1991,4,10,4,4,9,22,47,October,78.7,6.3,,,,
935,1990-10-01 03:51:47,7.5N,142.8E,,,,,,2500000000000.0,5.2,1990-10-01 00:00:00,1990,4,10,1,0,3,51,47,October,7.5,142.8,,,,
936,1988-04-15 03:03:10,4.1S,124.3E,,,,,,7580000000000.0,14.0,1988-04-15 00:00:00,1988,2,4,15,4,3,3,10,April,-4.1,124.3,,,,
